name,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
forest,8418.97,7961.17,768.621,1478.26,2870.75,1815.61,1279.86,7490.74,5977.44,6427.21,6234.8,1192.28,1578.46,1124.66,7430.75,1305.37,924.887,1886.66,7970.35,4930.65,8418.97,365.512,4376.65,5701.81,983.115,7960.1,1135.61,747.255
forest,7747.66,7747.66,795.824,1353.43,6587.21,391.141,752.775,523.694,1076.18,949.44,1259.26,211.38,524.289,553.813,1352.06,430.424,1339.11,5383.2,5421.42,1206.23,2609.99,1382.53,1148.23,684.122,316.634,7533.42,623.049,1247.96
grass,4429.42,2320.43,2144.82,1274.31,2347.13,2157.6,2742.43,3952.2,3892.36,4429.42,3073.17,1188.83,3302.12,2458.73,2134.72,2140.92,2110.82,1443.1,1995.45,2632.5,2522.41,1722.24,1615.68,1118.46,855.104,3189.4,2666.73,2439.61
forest,8290.57,1129.5,8290.57,1340.06,7798.19,8013.44,8091.59,6765.73,7120.49,7899.28,7752,685.375,7967.68,4041.25,2817.33,1485.01,1192.01,1181.97,8173.65,342.749,1351.53,997.506,795.057,6913.56,3861.05,7937.45,7744.48,4128.05
farm,7595.74,5668.23,5463.63,4534.91,5107.93,2974.31,6294.74,3797.02,7595.74,1127.51,4025.07,2598.05,3578.94,390.949,2556.62,5989.41,977.579,2913.44,4938.36,432.093,4514.83,3820,2843.92,1924.4,319.285,5177.98,1579.9,3713.62
forest,8056.37,7718.4,8056.37,841.369,543.314,2612.05,7008.21,7122.91,7528.95,1264.78,6846.99,3686.54,1597.62,5644.17,1644.38,4408.17,1010.02,5191.31,3972.72,6420.7,6125.99,6343.55,2225.55,1746.89,622.057,6980.88,905.924,7472.85
grass,4824.09,4749.72,4370.08,413.988,2698.04,1611.79,2636.35,3032.46,733.704,2298.75,2355.22,1262.69,3580.95,661.846,2563.17,4190.35,844.894,1277.79,4058.06,2997.24,2145.23,324.486,372.609,1442.86,371.448,4824.09,4638.11,402.438
farm,6313,5742.05,2819.18,4091.72,3129.07,799.26,5889.23,2061.73,2213.28,6313,3858.7,1142.81,1620.03,4015.32,371.895,1022.71,1803.29,3241.65,5415.26,1153.28,1063.49,2958.13,848.535,3515.2,2257.36,5608.57,4106.03,3295.27
farm,5832.17,3208.29,5707.34,4406.23,4421.7,633.691,4648.8,4843.26,5374.66,1112.84,757.449,537.481,3394.05,416.269,2000.59,1337.31,991.414,2873.3,1827.74,3458.51,3678.95,3202.98,2398.8,507.979,799.881,5832.17,413.893,2455.95
impervious,1309.61,946.718,633.557,682.331,910.444,1088.32,702.101,1013.47,1035.75,741.743,945.455,559.333,1195.36,934.874,1309.61,1194.98,641.317,653.445,355.447,882.842,989.774,898.314,377.411,421.886,308.593,936.556,-152.99,280.453
impervious,4082.19,2984.06,1724.8,2044.61,2346.11,1981.68,1388.13,1940.92,2269.46,2313.88,2522.12,2288.38,2725.14,3039.85,2332.84,1394.23,681.383,2102.02,4082.19,2160.66,2504.97,900.837,2188.99,1034.58,1473.71,1815.87,2389.67,1633.45
forest,7944.93,6634.31,6618.06,2576.16,5325.03,464.09,1255.24,3910.53,3544.14,5445.54,7277.56,514.354,505.149,362.251,796.71,247.379,2431.39,3848.08,5210.88,1895.47,7944.93,809.164,1050.48,542.116,381.781,7565.01,1471.62,1473.08
grass,6453.84,6036.69,6047.47,5425.07,1518.19,4522.11,5783.9,2381.49,5450.94,5329.93,6453.84,1036.15,3863.84,4747.39,4914.59,1408.15,775.573,4355.75,5442.57,4683.26,2267.2,3579.38,1629.55,2443.03,1074.34,5511.16,3739.24,5354.02
forest,7222.45,5594.22,7222.45,609.74,3289.61,342.04,4806.66,2611.26,515.197,2589.31,4733.29,396.341,566.298,260.329,604.102,248.008,2245.69,3361.86,4768.16,1115.12,2551.29,1006.43,1179.65,615.625,352.328,6698.15,1344.76,863.916
forest,8317.61,8165.78,1971.04,410.228,8198.21,1386.2,1111.59,7884.57,8317.61,1951.59,1464.66,710.067,918.945,1273.62,4755.39,1077.86,1077.14,1456.58,7996.77,5129.61,6842.11,5038.23,3171.78,5147.13,437.506,8113.12,506.563,1066.78
grass,7494.82,7100.77,6890.51,6825.51,6828.21,5419.75,6998.67,6626.86,4970.62,7158.61,7494.82,4068.72,1997.78,2302.79,6996.9,2347.19,701.658,1965.26,1008.61,3781.71,5157.4,3011.53,1653.31,1299.18,2824.98,7190.88,2780.05,4159.86
forest,7870.31,7508.96,5643.36,7812.67,2563.51,361.621,7870.31,3720.67,636.165,545.259,403.471,1707.52,1225.86,377.545,716.723,479.708,963.052,2943.06,1966.4,6095.06,5396.36,1734.85,336.901,5940.02,404.442,6806.31,379.044,556.455
impervious,6302.93,6302.93,4193.99,2485.65,2091.54,1995.92,3791.83,1074.46,4349.37,4569.37,3398.67,1130.89,2996.06,4985.32,3463.68,4262.82,825.151,1948.68,1913.35,2271.73,1875.1,798.438,1362.18,941.302,4321.33,5546.41,5503.38,2099.32
forest,8053.22,7906.45,7819.4,1691.65,8044.2,673.691,8053.22,1819.87,1083.66,771.111,7556.04,549.23,1663.31,1256.5,809.666,518.65,1426.35,1654.23,7963.61,4104.24,459.899,7746.66,381.83,4144.74,414.208,7329.62,911.165,953.943
forest,7772.4,7319.05,7696.82,7675.45,7675.85,5069.97,1710.29,7058.67,7682.01,4389.23,7772.4,5679.03,2581.06,6625.99,812.854,514.02,1070.27,6439.59,5358.46,4014.93,1412.23,1164.28,1033.18,6695.2,1933.66,7277.03,2195.34,7666.61
forest,7579.69,4116.84,844.319,6173.47,7579.69,284.612,6908.93,1885.38,3430.54,1127.93,180.173,362.475,1087.52,368.873,838.534,579.31,1280,3368.84,951.056,6097.75,3590.52,1276.67,404.942,1070.53,423.689,4709.57,443.781,807.913
forest,7918.68,7918.68,1745.16,1548.39,5437.26,507.902,2456.31,3272.69,7599.9,1439.16,5516.9,428.725,612.275,493.418,3114.98,424.438,1066.91,2497.03,7724.36,7190.65,3462.15,273.855,3007.25,803.238,403.381,7709.7,572.943,1317.84
impervious,5269.83,3343.26,4148.64,2497.57,2611.24,1579.74,2598.38,2417.94,2771.82,2825.54,3777.02,1890.61,3263.04,3974.24,956.162,5269.83,1427.23,911.699,3871.71,2107.8,2481.63,2226.69,1994.92,2331.29,727.319,2461.3,2752.23,770.983
forest,8206.05,7820.56,7078.18,7879.97,8206.05,266.724,1221.97,7058.99,1272.92,544.487,7585.94,1053.53,561.27,338.528,2354.63,5394.64,1803.3,5133.62,918.948,4457.87,917.488,7094.55,2492.21,4628.3,490.815,7139.04,543.671,962.049
forest,7604.95,6722.05,2352.24,836.221,6950.38,378.376,4681.21,2036.45,472.923,2173.99,4181.99,413.948,553.584,319.738,670.348,307.815,2145.17,3371.92,6971.87,1392.39,3212.69,693.844,1351.05,535.568,361.831,7604.95,1317.1,704.625
forest,7155.26,1819.61,1165.6,7008.95,2214.58,419.341,6698.32,4051.32,1579.01,6905.98,7155.26,4904.36,593.909,5597.53,763.044,411.672,4463.19,2098.1,4540.73,634.829,508.565,4964.33,331.941,867.134,5624.53,6371.84,3799.53,2809.38
forest,8006.38,7701.09,946.328,3918.07,8006.38,278.352,4075.29,5324.05,7150.16,495.189,370.234,471.284,1214.76,512.97,824.808,124.335,1266.46,2105.99,415.132,6498.77,5658.5,6663.39,259.175,1268.69,402.965,6531.11,282.837,415.004
forest,7883.1,6774.1,1306.77,7883.1,6551.88,344.441,7650.97,7612.41,7811.5,683.445,7723,3240.16,1256.17,1834.64,911.414,1577.27,2975.91,5104.31,3619.9,360.475,6210.63,4876.91,1257.91,1632.55,854.651,7031.87,1445.54,5180.89
forest,8353.49,4936.6,7980.65,2538.32,7165.54,7145.26,7319.95,1507.15,7692.95,7560.82,8109.46,6804.24,8353.49,7153.62,1626.66,2743.66,708.152,4906.9,7771.01,1633.83,2169.14,3000.71,656.747,6184.51,1426.32,6121.32,1046.2,314.275
forest,7934.89,7133.37,1463.7,4894.29,3942.55,1060.3,623.974,6072.91,6895.24,7606.58,7525.55,319.959,576.728,297.111,1014.44,249.351,2471.33,5909.66,3120.11,4587.49,7934.89,1179.69,1286.79,436.808,680.094,7578.9,4107.19,1884.68
forest,7835.4,7703.41,3547.87,7835.4,7771.19,6010.11,778.918,451.46,7658.55,7740.56,7516.18,471.277,965.215,4690.55,1396.45,452.967,2905.22,2279.76,7549.87,5172.74,421.475,1287.92,529.001,6945.27,650.555,6830.58,2027.2,3628.11
farm,6875.85,6639.9,4411.36,2617.78,3558.83,576.784,6024.63,5177.01,6063.25,2513,6875.85,6873.02,5725.1,1307.24,628.499,6027.1,2118.41,6284.79,6229.27,4766.57,4348.38,4302.88,4920.98,544.478,334.28,3035.3,2441.89,1105.15
farm,7411.86,6714.25,6363.54,5134.77,4854.28,996.345,5721.91,4402.5,4871.42,2674.43,503.772,627.814,5607.25,294.876,1595.19,478.413,943.569,6972.15,7411.86,3655.03,6723.57,6041.07,4836.2,421.085,714.07,6817.67,357.84,7269.54
forest,7921.45,7665.41,1004.74,568.934,7921.45,685.858,7665.95,791.632,7872,1107.72,5153.98,534.492,1155.24,1231.62,1922.78,4785.03,1754.05,6635.23,1340.09,4287.55,7681.33,686.751,2060.44,377.115,280.126,7899.12,977.376,820.124
impervious,6571.6,5844.51,4471.51,1180.85,3477.69,4640.45,4648.51,4943.65,5530.81,5102.9,4115.9,509.398,5068.26,5157.35,6571.6,5714.81,492.802,2212.89,334.282,2765.22,2736.11,3397.32,2692.44,796.224,1289.96,5528.81,5784.68,3643.25
farm,8050.21,2839.82,2915.07,3033.65,1949.4,1911.19,3575.15,5435.04,8050.21,7690.1,4598.99,1277.29,2150.67,758.866,1187.43,404.961,924.64,3197.52,1766.41,2952.99,3648.11,3710.12,2663.36,1110.57,559.092,6622.12,325.144,2076.05
forest,8029.67,7701.1,598.923,5859.94,8029.67,301.565,644.394,5473.97,1241.46,2192.37,7784.26,1775.02,1271.35,1624.25,2128.73,1276.42,2061.4,2722.39,519.848,5826.9,822.194,4577.95,1321.68,1151.62,783.332,7152.04,940.916,2378.69
farm,7687.25,2324.27,4299.85,6224.09,7033.61,6212.21,7476.55,4755.31,2612.51,738.882,2469.56,1046.39,5616.96,6173.59,5486.48,5690.59,654.663,3052.67,6426.56,5981.89,1992.36,2588.11,2614.11,311.947,666.645,7687.25,1317.63,492.198
forest,8142.11,7867.51,4670.29,370.892,1328.91,345.817,716.52,3520.85,1042.76,785.097,1113.55,347.658,571.65,383.007,1056.97,843.944,1775.24,6361.75,903.865,3637.53,7269.93,746.026,892.306,597.499,329.798,8142.11,607.629,701.578
forest,8138.22,7752.64,4097.65,390.779,8138.22,2624.16,1727.45,7360.76,2864.77,5161.48,7754.97,1532.54,1421.18,4934.96,5223.71,376.319,1003.12,6637.98,5670.37,1996.03,7327.66,418.749,7699.86,7155.03,2253.2,8125.19,634.541,5248.62
farm,7415.81,3338.65,3590.57,4123.45,7142.63,844.53,7415.81,6137.88,2252.1,1289.22,2965.49,562.258,1178.62,399.548,856.463,900.965,1034.62,4326.98,4631.21,804.526,3336.13,4166.12,620.635,1011.13,720.893,6855.7,387.41,3614.77
forest,7943.64,7457.24,7943.64,2750.89,5050.67,433.036,7794.08,532.689,1631.22,6069.75,5216.65,432.697,866.941,284.519,5215.33,1465.55,1222.85,3761.98,6218.68,1913.79,2307.13,6916.17,1744.19,445.897,536.888,7856.15,1310.37,1539.27
farm,7214.03,3264.22,4561.86,5540.47,5787.69,5399.33,5925.76,5315.57,980.937,2176.54,1644.26,588.378,7214.03,4304.55,3483.63,1075.82,880.57,1910.7,5996.7,3224.02,1647.9,1007.3,2081.29,1666.83,1335.12,4003.92,1024.4,618.432
impervious,974.948,726.428,207.165,354.777,614.715,369.643,337.817,638.563,854.678,713.98,440.457,667.213,535.704,427.381,974.948,751.295,538.318,543.011,-119.836,715.923,82.9217,506.03,313.9,518.46,257.349,-4.85331,-464.768,478.419
forest,7654.81,3518.75,761.636,1297.3,7654.81,286.795,612.221,275.872,7239.84,692.551,411.407,304.641,3583.82,270.519,903.197,404.99,1457.05,1018.34,7246.63,6744.84,5593.66,3223.82,306.126,6203.66,319.042,6434.87,394.792,252.442
forest,7948.5,3317.42,7455.6,5890.51,7371.99,366.795,7186.37,7360.76,5281.73,7948.5,7674.73,7836.57,1893.47,617.492,2849.22,2382.16,2000.62,4799.91,5395.08,2671.67,2480.49,636.465,1041.81,6373.54,348.754,7262.21,7763.06,1647.74
forest,8309.11,7940.41,5317.1,7326.01,4045.92,7840.82,7824.78,2870.58,8113.25,2447.53,8309.11,2062.81,686.141,796.044,1246.67,427.031,4198.44,644.582,7691.21,6831.64,460.975,4750.08,420.573,6857.1,1704.87,7442.72,546.768,3441.94
forest,7884.96,6947.09,5312.32,4744.62,5760.33,564.532,1491.99,4668.75,6220.22,5881.31,7382.49,448.541,441.542,453.497,895.333,213.61,2468.2,4943.85,5363.08,1746.97,7884.96,2097.31,1138.95,440.568,367.752,7665.07,1516.98,1631.29
forest,7927.84,7927.84,7912.14,1513.67,1066.14,517.934,3592.81,6678.33,1710.97,1384.8,878.688,413.415,822.52,536.855,2468.11,1492.03,1711.54,6035.96,780.392,6907.45,6462.26,1114.09,1370.5,4372.32,322.828,7816.01,491.693,720.959
forest,8015.87,7644.52,885.928,2482.9,4777.84,2410.29,6966.39,7209.92,4178.01,1880.74,8015.87,2577.07,586.65,384.094,964.208,687.092,2870.72,976.308,6659.07,3644.64,1264.92,1853.19,373.942,2745.33,591.269,7034.49,649.688,5163.57
forest,8192.19,2673.71,7981.76,558.629,5417.26,7197.41,6118.26,4631.69,7918.89,7938.74,7813.42,542.804,2859.14,5499.09,8192.19,5765.92,946.617,1010.77,8169.16,458.26,2385.17,926.8,6986.25,2612.16,7627.43,7868.65,7648.17,989.278
forest,7915.11,7775.82,3173.63,4144.51,7915.11,523.691,2961.92,501.106,7683.21,7379.62,2573.08,435.23,4368.31,432.283,1141.22,480.673,2534.5,1003.3,7550.88,5774.86,2052.58,886.227,365.294,1627.1,387.148,7126.47,2887.86,589.274
forest,7989.26,4919.83,6517.88,6922.28,7989.26,312.799,6250.12,798.306,7390.54,583.772,505.074,326.758,2275.49,248.778,852.649,415.935,1469.19,1468.44,1108.5,5361.24,5035.67,757.81,368.802,2426.26,359.337,6675.43,319.3,310.205
farm,7515.09,3072.77,6879.64,3481.75,6760.03,4647.04,2310.38,3690.9,4729.61,3452,2011.24,948.211,7515.09,4282.43,4902.56,3956.3,639.392,3365.74,7349.7,5903.6,1986.81,3046.79,3262.33,289.914,577.266,7383.74,1670.05,502.675
impervious,7785.91,7509.25,1375.35,5735.38,5359.39,4748.37,5039.64,5157.83,4329.48,5921.99,5431.95,888.76,5878.37,759.875,4131.89,1420.17,1977.27,3362.85,7785.91,4810.39,7465.62,980.223,1357.79,440.726,362.688,6385.66,5664.1,4961.69
forest,8073.15,7981.03,8073.15,6177.85,669.178,1016.73,2972.03,894.953,1335.63,1376.32,7646.45,2572.92,2372.07,2009.3,3040.74,482.007,659.969,5237.83,7612.42,4704.14,5407.84,5402.35,5580.3,548.317,1338.23,6671.33,1202.48,7649.83
forest,8030.5,7701.06,5827.11,447.343,8030.5,418.818,6392.32,1043.45,5049.56,3036.58,5961.91,350.826,1529.4,466.383,2519.43,4266.13,2160.73,6473.7,6944.92,2309.14,7044.29,5423.27,1395.73,235.354,318.278,5976.06,1003.99,426.15
forest,8218.12,7664.74,1207.17,4695.8,8218.12,703.383,1702.78,4317.86,1934.37,856.856,2206.09,547.729,2230.21,904.905,858.951,458.03,1868.36,1809.89,7558.13,7203.53,250.826,6537.7,411.876,2740.45,426.951,7232.61,965.561,1023.2
forest,8161.83,1370.35,7892.33,7942.26,7842.01,421.107,751.25,7933.43,8161.83,1798.63,7693.15,1136.76,2696.1,1978.71,827.948,645.551,1774.36,7215.68,6919.44,5350.88,1642.29,1700.88,598.212,5852.13,892.117,7639.88,735.028,7819.69
forest,7607.77,6825.72,3158.27,3252.61,6137.67,626.81,1794.66,6958.27,4542.11,5761.18,6779.17,329.904,550.286,354.254,879.325,378.272,2705.47,5665.99,7607.77,4634.5,2448.67,974.077,879.615,421.203,482.095,7127.4,2292.24,1942.28
forest,7624.07,5750.75,5577.47,1282.43,1512.04,1620.26,7624.07,725.911,568.265,824.969,7348.81,1906.73,1545.22,586.529,744.773,489.562,3759.67,981.512,4978.21,717.07,2340.51,7244.19,396.513,1889.21,672.247,6847.97,557.358,831.298
forest,7822.87,7610.5,6140.01,7822.87,6621.46,446.018,6806.33,1214.88,7772.31,397.991,2609.87,1712.2,1731.34,483.269,564.601,502.764,928.787,2456.79,669.127,5196.67,430.177,1309.9,540.027,1196.69,517.198,6700.28,529.358,607.208
farm,7844.41,6202.13,3667.25,563.341,4568.71,840.742,6213.21,3947.37,7844.41,4991.58,2620.25,1053.87,3706.9,1769.61,1224.02,6025.2,781.186,3825.72,4598.73,1326.04,4681.67,3799.14,370.692,880.27,480.516,7271.66,1490.36,4395.85
forest,7719.27,6944.19,7580.46,1696.92,5816.91,4667.91,794.851,7061.58,6429.51,7457.92,7249.33,411.133,858.603,966.29,921.631,240.126,1421.69,3566.95,7175.47,6353.27,7719.27,2476.58,984,578.937,604.648,7556.79,6869.36,2066.74
forest,7952.6,6897.08,790.348,374.706,1577.57,303.997,7952.6,1763.74,527.787,3850.55,7870.13,788.138,479.908,297.905,2691.58,721.99,2342.14,4397.85,934.608,1493.95,2083.85,689.276,2720.15,624.528,308.956,7469.62,792.597,4618.18
forest,7274.95,4579.91,4492.48,5592.07,5046.16,5306.21,1131.56,154.662,1079.87,7274.95,4529.15,2585.94,847.279,2132.12,1544.76,375.9,3116.64,2337.9,5619.02,5134.86,454.772,4843.44,746.179,6673.19,3971.22,6132.56,2829.34,1185.71
forest,7889.31,6988.6,7109.96,2535.58,872.467,7288.2,626.955,6993.58,7271.18,7387.74,7166.37,426.852,721.871,596.002,835.892,142.278,1262.9,3634.19,7477.07,6524.78,7889.31,4118.18,903.581,490.009,661.549,7608.89,6979.1,2352.04
forest,7828.12,2896.92,7132.41,2312.93,2317.49,1010.26,7762.25,7466.05,4779.89,5866.92,7486.08,663.522,447.623,3364.63,800.953,1115.29,3012.5,4759.8,783.312,3341.7,322.789,5088,355.708,1072.94,4673.7,7006.13,2056.81,7828.12
forest,8069.9,7816.93,5209.82,5172.2,7477.63,1490.05,1404.12,4626.44,5508.99,7773.75,7337.44,563.635,1464.06,885.701,8069.9,859.785,887.168,5254.18,7586.76,2426.09,7914.93,467.864,4912.92,6329.76,939.683,7958.33,1097.05,5165.78
forest,7936.14,7936.14,7194.64,3047.16,6806.07,7056.2,7279.62,723.832,7807.33,5879.58,7860.64,7161.87,4660.51,505.157,1367.97,387.862,4060.49,753.995,1680.87,6098.39,468.224,5744.35,333.338,7012.89,416.995,6783.64,696.75,7752.79
forest,7463.89,6709.56,628.627,318.665,858.117,333.914,1415.86,535.794,1338.68,1508.68,1604.64,339.933,662.396,385.691,1862.99,1479.5,2219.7,1926.99,1049.51,6245.85,2662.02,624.885,1041.21,532.401,285.51,7463.89,788.692,574.351
forest,8219.28,7587.94,1280.75,5584.45,3724.49,760.659,1024.27,7524.24,4152.24,6653.46,7042.33,1365.94,1767.28,1048.12,8219.28,845.031,899.782,3465.23,7576.44,2415.66,7810.84,450.233,4159.61,6917.55,958.752,7523.34,994.776,1455.43
impervious,5042.35,4053.9,2598.74,2648.34,1000.35,363.985,2120.04,673.14,1442.37,2820.98,2724.3,2481.45,5042.35,4224.8,2126.76,4793.12,968.494,3653.07,2791.05,2510.71,2330.38,1735.71,2262.82,2289.91,1430.58,2695.57,3087.19,4656.27
impervious,7008.06,3003.44,675.412,4848.5,4513.69,1037.73,343.757,957.807,4544.19,1833.43,2681.44,6956.63,5698.26,6567.86,1562.73,6300.9,898.767,2671.44,7008.06,4209.66,2940.76,1574.92,1691.5,672.408,1703.71,2001.02,3193.96,3179.98
impervious,1196.96,989.433,840.58,499.605,942.825,651.407,631.569,556.723,601.162,713.395,903.387,563.059,624.633,745.823,859.226,1104.57,562.837,516.904,947.533,898.564,1196.96,497.864,268.93,400.343,258.198,952.381,786.684,475.035
farm,7680.75,5916.21,3725.94,6864.08,7680.75,807.818,7437.62,4221.46,3090.25,371.586,484.065,6713.64,5234.51,1226.14,2126.58,3222.71,922.299,5431.71,5578.8,3616.09,3989.42,2083.71,5910.65,1732.77,357.689,3543.79,1481.73,239.946
forest,7796.48,7796.48,1090.81,4716.71,1391.54,379.428,7609.39,466.926,2299.46,2570,4577.29,335.941,908.618,275.898,1746.18,1028.37,1408.08,2109.54,3694.13,7235.84,3184.48,701.427,1208.56,430.539,295.994,7771.84,846.576,591.901
forest,7294.23,4730.84,2977.53,1802.04,7129.44,3297.24,6826.08,874.231,7179.75,1919.78,7294.23,620.663,1507.15,357.45,1175.69,612.178,2498.46,1223.76,2787.12,2071.71,983.412,909.194,643.527,6743.79,360.557,6628.84,1523.19,526.333
forest,8135.47,1443.24,1066.79,8135.47,8061.55,311.331,774.6,662.757,4344.43,677.269,970.746,276.568,5334.71,433.727,1047.41,414.93,1438.04,1044.13,3401.66,7177.13,4010.49,2696.7,400.08,549.921,365.428,5966.39,310.525,397.961
forest,8413.29,8086.95,689.576,8380.51,8413.29,713.97,6168.13,602.419,522.297,7382.86,6375.58,243.303,1339.72,1195.14,2145.25,427.478,1098.41,1538.38,4358.13,5546.07,1687.58,489.439,1962.43,1521.98,878.957,8023.48,1197.36,4821.95
forest,7521.03,5431.55,3016.99,499.704,892.559,1096.81,3921.74,1784.68,7521.03,7160.9,7013.95,3996.7,551.73,728.127,749.675,352.787,2346.1,3841.84,2294.9,822.399,4600.73,6843.42,456.719,3963.93,863.644,6178.1,3770.36,720.764
forest,7972.94,7972.94,1073.03,1597.87,5961.43,565.693,2055.73,4296.11,7247.34,2110.12,6053.05,703.64,770.23,511.384,6980.9,485.207,1058.14,3593.09,7888.72,7157.71,4887.91,553.62,3697.47,712.806,461.775,7816.23,610.368,2601.08
forest,7619.77,7149.09,1069.55,4020.73,7619.77,518.605,3769.05,723.615,5123.07,2024.8,5873.86,242.5,594.396,578.953,4019.09,280.944,1011.27,4253.12,7010.5,6278.68,4781.54,234.71,2586.91,512.286,456.142,5944.1,643.292,3234.39
farm,7319.19,4759.92,6280.34,7215.2,7319.19,1494.96,5854.89,4261.9,2690.43,812.623,377.386,6482.66,2079.12,1303.89,1872.93,2783.67,878.457,4091.55,5240.13,3811.02,5850.03,6062.14,7057.61,1622.73,344.436,3072.32,1007.71,142.907
farm,8107.63,2119,1450.29,904.461,876.028,392.873,627.893,1480.11,1376.95,4553.06,7596.85,1492.53,6591.62,6439.78,3802.59,2210.49,1112.74,2437.84,7602.15,5416.58,6122.04,6640.06,6166.82,6221.17,552.684,8107.63,6342.95,1525.39
grass,7323.47,7323.47,7051.32,6313.9,5812.06,4656.78,5365.29,3068.7,5709.41,5759.65,6078.49,1033.93,3056.22,3985.68,5971.98,1253.23,703.524,3439.74,3076.56,5435.51,4519.3,3707.66,1469.53,2031.47,1314.58,5086.86,5908.83,4339.71
farm,7316.75,5945.28,5573.77,3975.07,3697.08,3376.7,6789.16,5576.08,7316.75,1740.59,2638.48,2332.8,3387.69,400.946,3258.11,5668.5,858.85,2838.09,5078.88,621.178,3571.69,2188.22,2523.27,2839.07,324.948,6156.94,1752.45,2963.08
forest,7603.78,6291.08,6076.51,492.196,2469.72,415.751,7603.78,448.405,429.108,4974.99,4353.59,358.468,443.31,314.941,2369.62,461.529,1202.54,5740.77,5308.64,1495.4,2447.7,2560.57,1172.65,423.569,381.682,7497.18,949.186,849.418
forest,7815.77,6864.69,1942.61,1538.2,7530.52,366.673,7727.84,6705.86,7771.18,7627.3,7808.47,2845.96,823.497,5265.01,840.044,1207.52,2649.99,2819.23,2270.68,1319.18,3168.06,1126.36,480.125,2557.2,5300.03,6906.81,956.776,7815.77
impervious,4453.64,4453.64,928.82,3378.01,3014.29,3381.84,3192.51,2699.85,2998.05,2721.74,2977.31,686.93,3370.19,1975.28,3349.96,1643.7,1789.74,2687.02,4015.82,2108.3,3396.98,616.522,1871.54,853.7,353.785,3013.19,2782.91,3648.75
farm,6910.33,4370.88,3742.01,4144.81,3479.65,1083.42,4177.16,2152.92,2019.52,6910.33,4707.69,1446.79,2940.49,3934.43,380.792,901.961,1790.92,3452.84,4843.87,751.918,1714.94,2610.55,747.184,3681.98,2188.55,3241.61,4259.31,3107.85
farm,7032.94,5377.78,5861.47,465.302,3748.55,3349.86,6441.63,6053.56,4083.87,7032.94,5884.1,663.39,4009.3,2896.22,1540.15,175.821,1185.48,5145.2,6322,5419.44,6340.42,5808.37,2396.27,4477.14,1355.61,6020.94,643.231,5862.51
impervious,2619.05,863.77,654.404,283.83,336.794,1203.11,451.492,945.132,280.083,200.785,153.161,455.586,1418.62,1887.68,1434.24,2619.05,1431.26,1957.77,2079.64,2155.93,1284.11,1171.63,1585.33,512.073,546.499,372.99,330.963,952.852
forest,8289.15,7512.63,2148.92,545.128,3126.85,367.969,949.068,338.301,849.384,776.204,1023.03,297.66,512.192,538.394,1242.69,398.204,1644.07,5338.73,1999.2,2129.39,1911.59,2614.87,1108.75,491.844,309.012,8289.15,586.201,827.791
forest,7447.98,7162.76,2033.07,297.495,643.357,392.918,621.271,2160.35,2790.9,1194.59,1228.3,351.246,543.997,482.154,688.794,349.64,2286.11,1193.03,1605.95,947.413,3812.84,2143.98,916.723,507.145,349.227,7447.98,1094.32,988.383
forest,8073.4,7032.1,2787.06,1719.59,1519.56,6307.08,783.812,7307.13,6927.74,7317.16,7201.02,489.162,687.493,942.24,922.107,56.2794,1573.91,3799.46,7538.03,6739.48,8073.4,4264.65,1518.96,518.96,774.714,7578.25,6927.3,2311.46
